dates,region,driving,walking,transit,date
2020-03-28,Thuringia,47.73,,,2020-03-28
2020-03-29,Thuringia,48.97,,,2020-03-29
2020-03-30,Thuringia,58.21,,,2020-03-30
2020-03-31,Thuringia,60.56,,,2020-03-31
2020-04-01,Thuringia,60.49,,,2020-04-01
2020-04-02,Thuringia,59.15,,,2020-04-02
2020-04-03,Thuringia,58.3,,,2020-04-03
2020-04-04,Thuringia,50.37,,,2020-04-04
2020-04-05,Thuringia,63.59,,,2020-04-05
2020-04-06,Thuringia,67.14,,,2020-04-06
2020-04-07,Thuringia,67.3,,,2020-04-07
2020-04-08,Thuringia,68.18,,,2020-04-08
2020-04-09,Thuringia,62.73,,,2020-04-09
2020-04-10,Thuringia,56.39,,,2020-04-10
2020-04-11,Thuringia,53.41,,,2020-04-11
2020-04-12,Thuringia,52.54,,,2020-04-12
2020-04-13,Thuringia,62.18,,,2020-04-13
2020-04-14,Thuringia,69.66,,,2020-04-14
2020-04-15,Thuringia,70.47,,,2020-04-15
2020-04-16,Thuringia,76.57,,,2020-04-16
2020-04-17,Thuringia,72.86,,,2020-04-17
2020-04-18,Thuringia,62.19,,,2020-04-18
2020-04-19,Thuringia,74.78,,,2020-04-19
2020-04-20,Thuringia,72.27,,,2020-04-20
2020-04-21,Thuringia,71.79,,,2020-04-21
2020-04-22,Thuringia,75.14,,,2020-04-22
2020-04-23,Thuringia,74.17,,,2020-04-23
2020-04-24,Thuringia,73.71,,,2020-04-24
2020-04-25,Thuringia,66.13,,,2020-04-25
2020-04-26,Thuringia,81.51,,,2020-04-26
2020-04-27,Thuringia,77.9,,,2020-04-27
2020-04-28,Thuringia,75.98,,,2020-04-28
2020-04-29,Thuringia,79.49,,,2020-04-29
2020-04-30,Thuringia,79.51,,,2020-04-30
2020-05-01,Thuringia,74.9,,,2020-05-01
2020-05-02,Thuringia,72.09,,,2020-05-02
2020-05-03,Thuringia,88.28,,,2020-05-03
2020-05-04,Thuringia,82.07,,,2020-05-04
2020-05-05,Thuringia,85.09,,,2020-05-05
2020-05-06,Thuringia,85.94,,,2020-05-06
2020-05-07,Thuringia,93.34,,,2020-05-07
2020-05-08,Thuringia,93.33,,,2020-05-08
2020-05-09,Thuringia,82.95,,,2020-05-09
2020-05-10,Thuringia,92.25,,,2020-05-10
2020-05-11,Thuringia,,,,2020-05-11
2020-05-12,Thuringia,,,,2020-05-12
2020-05-13,Thuringia,94.66,,,2020-05-13
2020-05-14,Thuringia,96.05,,,2020-05-14
